epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,189.676,1.23893,1.76085,1.29972,0.9798,0.99098,0.98418,0.61954,1.4068,1.68946,1.30153,0.0008045,0.0008045,0.0008045
20,199.294,1.22328,1.73767,1.28106,0.97943,0.98985,0.98485,0.62058,1.37306,1.66149,1.31659,0.00077975,0.00077975,0.00077975
21,209.103,1.22837,1.76114,1.27996,0.97451,0.98475,0.97923,0.56647,1.47818,1.73568,1.3264,0.000755,0.000755,0.000755
22,218.811,1.23795,1.75959,1.28241,0.9791,0.99129,0.98011,0.5657,1.49852,1.77651,1.30846,0.00073025,0.00073025,0.00073025
23,228.718,1.24786,1.74874,1.2907,0.96327,0.97712,0.96754,0.50143,1.7214,1.93899,1.44801,0.0007055,0.0007055,0.0007055
24,239.097,1.25366,1.71248,1.30025,0.9815,0.99378,0.98747,0.6637,1.19782,1.48154,1.20993,0.00068075,0.00068075,0.00068075
25,249.574,1.22658,1.69418,1.28847,0.98214,0.99007,0.99014,0.62641,1.30262,1.61477,1.28093,0.000656,0.000656,0.000656
26,259.931,1.2216,1.69995,1.29014,0.97475,0.98103,0.97901,0.56368,1.55711,1.68758,1.37503,0.00063125,0.00063125,0.00063125
27,270.149,1.2152,1.64011,1.28324,0.98045,0.98541,0.98662,0.59564,1.44862,1.62842,1.35361,0.0006065,0.0006065,0.0006065
28,280.944,1.21011,1.64756,1.28577,0.98115,0.99298,0.98566,0.58987,1.47192,1.6906,1.36955,0.00058175,0.00058175,0.00058175
29,291.382,1.19683,1.62751,1.26464,0.97998,0.98962,0.98583,0.57736,1.5035,1.69887,1.37937,0.000557,0.000557,0.000557
30,301.664,1.18802,1.59948,1.27272,0.96949,0.97989,0.97274,0.5582,1.60069,1.67844,1.38823,0.00053225,0.00053225,0.00053225
31,311.894,1.21586,1.66074,1.27602,0.98267,0.99478,0.98869,0.61722,1.40331,1.61794,1.31921,0.0005075,0.0005075,0.0005075
32,321.683,1.19702,1.61015,1.27948,0.97386,0.98619,0.98143,0.56285,1.59264,1.71474,1.43501,0.00048275,0.00048275,0.00048275
33,331.493,1.20674,1.64046,1.2823,0.96376,0.97318,0.96503,0.52737,1.67093,1.7433,1.41548,0.000458,0.000458,0.000458
34,341.242,1.1876,1.59473,1.26244,0.9797,0.98881,0.98427,0.60525,1.44555,1.57525,1.30105,0.00043325,0.00043325,0.00043325
35,351.147,1.20464,1.64368,1.26194,0.975,0.98384,0.97734,0.61522,1.35974,1.62504,1.28208,0.0004085,0.0004085,0.0004085
36,361.135,1.18674,1.61823,1.25736,0.98098,0.98948,0.9841,0.59471,1.46135,1.60694,1.32563,0.00038375,0.00038375,0.00038375
37,371.301,1.18732,1.5866,1.26838,0.97709,0.98632,0.98108,0.54578,1.65645,1.71285,1.40374,0.000359,0.000359,0.000359
38,381.157,1.16947,1.56381,1.26394,0.97951,0.98543,0.98285,0.60793,1.41786,1.53875,1.31833,0.00033425,0.00033425,0.00033425
39,390.651,1.20071,1.55168,1.27115,0.97827,0.98458,0.98117,0.55884,1.55475,1.68387,1.39072,0.0003095,0.0003095,0.0003095
40,400.223,1.18483,1.54906,1.26277,0.98537,0.99151,0.98803,0.62034,1.36957,1.49084,1.31215,0.00028475,0.00028475,0.00028475
41,409.413,1.1634,1.42231,1.24576,0.97679,0.98596,0.97969,0.55197,1.5624,1.6389,1.39723,0.00026,0.00026,0.00026
42,418.376,1.1601,1.40517,1.25943,0.97011,0.97908,0.97342,0.53605,1.61608,1.69107,1.41491,0.00023525,0.00023525,0.00023525
43,427.528,1.15198,1.39121,1.24163,0.97928,0.99129,0.98378,0.57699,1.50192,1.58473,1.38763,0.0002105,0.0002105,0.0002105
44,436.578,1.15313,1.3842,1.26067,0.98106,0.99188,0.98369,0.57737,1.5028,1.61283,1.39336,0.00018575,0.00018575,0.00018575
45,445.529,1.14381,1.36448,1.23933,0.97173,0.98434,0.97522,0.55869,1.58041,1.69174,1.43032,0.000161,0.000161,0.000161
46,454.471,1.14802,1.37029,1.23812,0.97991,0.99153,0.98386,0.6077,1.40777,1.52916,1.34437,0.00013625,0.00013625,0.00013625
47,463.541,1.13176,1.34277,1.22843,0.97642,0.98984,0.982,0.59573,1.44973,1.54451,1.3712,0.0001115,0.0001115,0.0001115
48,472.943,1.12437,1.33816,1.22965,0.97955,0.98898,0.98315,0.60241,1.43082,1.55062,1.35197,8.675e-05,8.675e-05,8.675e-05
49,482.244,1.12361,1.34296,1.22907,0.97777,0.98623,0.98114,0.59473,1.45918,1.56267,1.36737,6.2e-05,6.2e-05,6.2e-05
50,491.642,1.10357,1.32015,1.22513,0.97863,0.9875,0.98138,0.59406,1.45843,1.55399,1.36998,3.725e-05,3.725e-05,3.725e-05
