epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,141.597,1.23631,1.66117,1.28238,0.96943,0.98503,0.97604,0.56146,1.54866,1.79955,1.36657,7.426e-05,7.426e-05,7.426e-05
15,151.324,1.26122,1.68041,1.30627,0.97339,0.98771,0.97728,0.58366,1.47974,1.73592,1.33867,7.228e-05,7.228e-05,7.228e-05
16,161.022,1.23627,1.6657,1.29592,0.97195,0.9861,0.97741,0.57694,1.506,1.74203,1.34556,7.03e-05,7.03e-05,7.03e-05
17,170.663,1.22783,1.62473,1.28079,0.96978,0.98395,0.97555,0.57322,1.51357,1.76868,1.35117,6.832e-05,6.832e-05,6.832e-05
18,180.264,1.23317,1.65323,1.29121,0.97049,0.98415,0.97631,0.57593,1.50122,1.76484,1.34953,6.634e-05,6.634e-05,6.634e-05
19,189.873,1.23001,1.6493,1.29258,0.9717,0.98287,0.97577,0.58656,1.46916,1.74576,1.33775,6.436e-05,6.436e-05,6.436e-05
20,199.581,1.23115,1.64027,1.28762,0.97329,0.98516,0.97705,0.58493,1.48274,1.75161,1.33768,6.238e-05,6.238e-05,6.238e-05
21,209.269,1.23521,1.62293,1.28454,0.97386,0.98471,0.97772,0.58913,1.4691,1.74281,1.32529,6.04e-05,6.04e-05,6.04e-05
22,218.901,1.24785,1.64226,1.29447,0.97221,0.98354,0.97634,0.59073,1.46159,1.7575,1.32059,5.842e-05,5.842e-05,5.842e-05
23,228.516,1.24745,1.63376,1.2923,0.96974,0.98232,0.97605,0.58623,1.47533,1.75446,1.32864,5.644e-05,5.644e-05,5.644e-05
24,238.128,1.22073,1.64542,1.288,0.97135,0.98348,0.97716,0.58582,1.48187,1.75968,1.33615,5.446e-05,5.446e-05,5.446e-05
25,247.833,1.21469,1.60211,1.28564,0.96979,0.98234,0.97439,0.58801,1.47464,1.74988,1.33323,5.248e-05,5.248e-05,5.248e-05
26,257.669,1.23161,1.61917,1.29602,0.97153,0.98354,0.97566,0.58087,1.50476,1.75593,1.34679,5.05e-05,5.05e-05,5.05e-05
27,267.4,1.22766,1.59338,1.27909,0.97046,0.9823,0.97586,0.57861,1.52689,1.75165,1.35224,4.852e-05,4.852e-05,4.852e-05
28,277.3,1.22471,1.62035,1.29775,0.97328,0.98501,0.97689,0.58592,1.49799,1.74063,1.34284,4.654e-05,4.654e-05,4.654e-05
29,287.018,1.20013,1.58863,1.27108,0.97099,0.98259,0.97489,0.58757,1.49373,1.74117,1.33925,4.456e-05,4.456e-05,4.456e-05
30,296.871,1.20417,1.55966,1.27981,0.97331,0.98462,0.9759,0.60367,1.43941,1.70412,1.32032,4.258e-05,4.258e-05,4.258e-05
31,306.673,1.23695,1.61315,1.29416,0.9733,0.98464,0.97649,0.60533,1.4345,1.69351,1.32017,4.06e-05,4.06e-05,4.06e-05
32,316.34,1.20772,1.59284,1.27611,0.9732,0.98508,0.97532,0.59155,1.48391,1.71893,1.34274,3.862e-05,3.862e-05,3.862e-05
33,325.955,1.23292,1.64077,1.29932,0.96673,0.97886,0.96928,0.57476,1.52795,1.75819,1.36152,3.664e-05,3.664e-05,3.664e-05
34,335.598,1.21843,1.58434,1.27819,0.96799,0.98011,0.97042,0.56787,1.54903,1.77407,1.37028,3.466e-05,3.466e-05,3.466e-05
35,345.22,1.24226,1.62173,1.29211,0.97182,0.98384,0.97327,0.58041,1.50571,1.74481,1.35039,3.268e-05,3.268e-05,3.268e-05
36,354.851,1.23655,1.61916,1.29514,0.97305,0.98508,0.97445,0.58508,1.49521,1.7389,1.34655,3.07e-05,3.07e-05,3.07e-05
37,364.531,1.20397,1.59499,1.27978,0.97681,0.98881,0.97855,0.59828,1.45354,1.70007,1.32645,2.872e-05,2.872e-05,2.872e-05
38,374.616,1.21381,1.56323,1.29411,0.97157,0.98384,0.97394,0.59255,1.47552,1.70833,1.33323,2.674e-05,2.674e-05,2.674e-05
39,384.858,1.24089,1.59809,1.29625,0.97061,0.98259,0.97291,0.58124,1.50617,1.72611,1.34562,2.476e-05,2.476e-05,2.476e-05
40,395.106,1.22237,1.5739,1.28334,0.96905,0.98135,0.9721,0.58115,1.50103,1.73575,1.34749,2.278e-05,2.278e-05,2.278e-05
41,404.854,1.20333,1.47593,1.26096,0.97174,0.98507,0.9739,0.58814,1.43554,1.74262,1.32035,2.08e-05,2.08e-05,2.08e-05
42,414.248,1.22095,1.46952,1.27003,0.97026,0.98507,0.9748,0.58974,1.41678,1.73471,1.31198,1.882e-05,1.882e-05,1.882e-05
43,423.579,1.21294,1.47274,1.26506,0.96881,0.98507,0.97337,0.58339,1.43313,1.73639,1.31761,1.684e-05,1.684e-05,1.684e-05
44,432.819,1.21549,1.45773,1.26868,0.97055,0.98538,0.97371,0.58522,1.43047,1.72266,1.31853,1.486e-05,1.486e-05,1.486e-05
45,442.123,1.21422,1.45845,1.26217,0.97069,0.98536,0.9739,0.58626,1.4362,1.7172,1.3225,1.288e-05,1.288e-05,1.288e-05
46,451.548,1.20782,1.44916,1.25529,0.97168,0.98536,0.97398,0.58686,1.43415,1.7031,1.32233,1.09e-05,1.09e-05,1.09e-05
47,460.96,1.20146,1.44548,1.25692,0.97166,0.98539,0.97382,0.5863,1.43457,1.70628,1.32259,8.92e-06,8.92e-06,8.92e-06
48,469.971,1.20746,1.45142,1.2592,0.97031,0.98507,0.97357,0.58732,1.43149,1.70632,1.31996,6.94e-06,6.94e-06,6.94e-06
49,479.021,1.20883,1.4449,1.2626,0.97138,0.98507,0.97511,0.58858,1.42973,1.70026,1.32081,4.96e-06,4.96e-06,4.96e-06
50,488.117,1.1867,1.41957,1.25259,0.97173,0.98537,0.97505,0.58876,1.432,1.69767,1.32123,2.98e-06,2.98e-06,2.98e-06
